version,question_ID,source,status,reference_role,predicted_role,reference_step,predicted_step,role_correct,step_exact,step_within_5,absolute_step_error
v3,terminal_bench_2__026,terminal_bench_2,ok,ActionAgent,DiagnostAgent,51,22,False,False,False,29
v3,terminal_bench_2__027,terminal_bench_2,ok,JudgeAgent,ActionAgent,517,161,False,False,False,356
v3,terminal_bench_2__028,terminal_bench_2,ok,Computer_terminal,DiagnostAgent,57,48,False,False,False,9
v3,terminal_bench_2__029,terminal_bench_2,error,JudgeAgent,,94,,False,False,False,
v3,terminal_bench_2__030,terminal_bench_2,ok,ActionAgent,ActionAgent,52,79,True,False,False,27
v3,terminal_bench_2__031,terminal_bench_2,ok,ActionAgent,JudgeAgent,160,44,False,False,False,116
v3,terminal_bench_2__032,terminal_bench_2,error,DiagnostAgent (-> ActionAgent),,182,,False,False,False,
v3,terminal_bench_2__033,terminal_bench_2,ok,ActionAgent,JudgeAgent,29,27,False,False,True,2
v3,terminal_bench_2__034,terminal_bench_2,ok,ActionAgent,ActionAgent,47,47,True,True,True,0
v3,terminal_bench_2__035,terminal_bench_2,ok,ActionAgent,ActionAgent,72,70,True,False,True,2
v3,terminal_bench_2__036,terminal_bench_2,ok,ActionAgent,JudgeAgent,87,68,False,False,False,19
v3,terminal_bench_2__037,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,179,188,False,False,False,9
v3,terminal_bench_2__038,terminal_bench_2,error,DiagnostAgent,,9,,False,False,False,
v3,terminal_bench_2__039,terminal_bench_2,ok,DiagnostAgent,ActionAgent,107,217,False,False,False,110
v3,terminal_bench_2__040,terminal_bench_2,ok,ActionAgent,ActionAgent,85,37,True,False,False,48
v3,terminal_bench_2__041,terminal_bench_2,ok,ActionAgent,ActionAgent,180,277,True,False,False,97
v3,terminal_bench_2__042,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,330,15,False,False,False,315
v3,travelplanner__039,travelplanner,ok,verifier_agent,food_attr_agent,54,137,False,False,False,83
v3,travelplanner__041,travelplanner,ok,stay_agent,verifier_agent,46,136,False,False,False,90
v3,travelplanner__064,travelplanner,ok,manager_agent,manager_agent,284,284,True,True,True,0
v3,travelplanner__071,travelplanner,ok,transport_agent,food_attr_agent,219,45,False,False,False,174
v3,travelplanner__073,travelplanner,ok,verifier_agent,verifier_agent,161,161,True,True,True,0
v3,travelplanner__187,travelplanner,ok,stay_agent,Task_Planner,97,178,False,False,False,81
v3,travelplanner__221,travelplanner,ok,stay_agent,verifier_agent,31,117,False,False,False,86
v3,travelplanner__229,travelplanner,ok,food_attr_agent,food_attr_agent,238,238,True,True,True,0
v3,travelplanner__240,travelplanner,ok,stay_agent,manager_agent,39,84,False,False,False,45
v3,travelplanner__243,travelplanner,ok,Task_Planner,manager_agent,1,83,False,False,False,82
v3,travelplanner__248,travelplanner,ok,stay_agent,manager_agent,45,87,False,False,False,42
v3,travelplanner__249,travelplanner,ok,stay_agent,manager_agent,69,127,False,False,False,58
v3,travelplanner__256,travelplanner,ok,manager_agent,manager_agent,114,117,True,False,True,3
v3,travelplanner__283,travelplanner,ok,food_attr_agent,manager_agent,70,83,False,False,False,13
v3,travelplanner__293,travelplanner,ok,verifier_agent,verifier_agent,132,141,True,False,False,9
v3,travelplanner__297,travelplanner,ok,transport_agent,food_attr_agent,84,115,False,False,False,31
v3,travelplanner__339,travelplanner,ok,food_attr_agent,food_attr_agent,78,33,True,False,False,45
v3,travelplanner__348,travelplanner,ok,stay_agent,stay_agent,149,67,True,False,False,82
v3,travelplanner__352,travelplanner,ok,verifier_agent,verifier_agent,126,17,True,False,False,109
v3,travelplanner__369,travelplanner,ok,Computer_terminal,manager_agent,84,83,False,False,True,1
v3,travelplanner__446,travelplanner,ok,stay_agent,verifier_agent,42,42,False,True,True,0
v3,travelplanner__452,travelplanner,ok,stay_agent,manager_agent,136,5,False,False,False,131
v3,travelplanner__456,travelplanner,ok,stay_agent,manager_agent,88,26,False,False,False,62
v3,travelplanner__458,travelplanner,ok,stay_agent,manager_agent,84,77,False,False,False,7
v3,travelplanner__467,travelplanner,ok,Task_Planner,manager_agent,2,16,False,False,False,14
v3,travelplanner__478,travelplanner,ok,food_attr_agent,food_attr_agent,169,32,True,False,False,137
v3,travelplanner__525,travelplanner,ok,stay_agent,verifier_agent,70,46,False,False,False,24
v3,travelplanner__540,travelplanner,ok,Task_Planner,manager_agent,107,104,False,False,True,3
v3,travelplanner__606,travelplanner,ok,manager_agent,manager_agent,20,21,True,False,True,1
v3,travelplanner__607,travelplanner,ok,food_attr_agent,verifier_agent,65,38,False,False,False,27
v3,travelplanner__638,travelplanner,ok,manager_agent,manager_agent,14,157,True,False,False,143
v3,travelplanner__640,travelplanner,ok,stay_agent,stay_agent,108,194,True,False,False,86
v3,travelplanner__643,travelplanner,ok,verifier_agent,manager_agent,161,161,False,True,True,0
v3,travelplanner__645,travelplanner,ok,stay_agent,verifier_agent,130,108,False,False,False,22
v3,travelplanner__646,travelplanner,ok,Task_Planner,stay_agent,65,104,False,False,False,39
v3,travelplanner__664,travelplanner,ok,Task_Planner,stay_agent,88,90,False,False,True,2
v3,travelplanner__679,travelplanner,ok,Task_Planner,verifier_agent,259,83,False,False,False,176
v3,travelplanner__681,travelplanner,ok,Computer_terminal,manager_agent,35,56,False,False,False,21
v3,travelplanner__684,travelplanner,ok,manager_agent,food_attr_agent,22,161,False,False,False,139
v3,travelplanner__685,travelplanner,ok,manager_agent,manager_agent,173,172,True,False,True,1
v3,vitabench__005,vitabench,ok,Action_Expert,Action_Expert,14,14,True,True,True,0
v3,vitabench__008,vitabench,ok,Computer_terminal,Action_Expert,51,25,False,False,False,26
v3,vitabench__010,vitabench,ok,Action_Expert,Action_Expert,23,56,True,False,False,33
v3,vitabench__013,vitabench,ok,Action_Expert,Action_Expert,40,30,True,False,False,10
v3,vitabench__022,vitabench,ok,Action_Expert,Action_Expert,12,10,True,False,True,2
v3,vitabench__025,vitabench,ok,Action_Expert,Action_Expert,58,6,True,False,False,52
v3,vitabench__028,vitabench,ok,Computer_terminal,Action_Expert,33,8,False,False,False,25
v3,vitabench__030,vitabench,ok,Action_Expert,Action_Expert,6,6,True,True,True,0
v3,vitabench__031,vitabench,ok,Action_Expert,Action_Expert,40,39,True,False,True,1
v3,vitabench__032,vitabench,ok,Action_Expert,Action_Expert,4,98,True,False,False,94
v3,vitabench__034,vitabench,ok,Action_Expert,Action_Expert,36,36,True,True,True,0
v3,vitabench__037,vitabench,ok,Action_Expert,Action_Expert,16,37,True,False,False,21
v3,vitabench__040,vitabench,ok,Action_Expert,Action_Expert,20,74,True,False,False,54
v3,vitabench__041,vitabench,ok,Computer_terminal,Action_Expert,1,18,False,False,False,17
v3,vitabench__042,vitabench,ok,Action_Expert,Action_Expert,41,54,True,False,False,13
v3,vitabench__045,vitabench,ok,Action_Expert,Action_Expert,54,32,True,False,False,22
v3,vitabench__046,vitabench,ok,Action_Expert,Action_Expert,2,2,True,True,True,0
v3,vitabench__048,vitabench,ok,Action_Expert,Action_Expert,26,48,True,False,False,22
v3,vitabench__049,vitabench,ok,Action_Expert,Action_Expert,4,4,True,True,True,0
v3,vitabench__050,vitabench,ok,Action_Expert,Action_Expert,2,2,True,True,True,0
v3,vitabench__054,vitabench,ok,Action_Expert,Action_Expert,10,10,True,True,True,0
v3,vitabench__057,vitabench,ok,Action_Expert,Action_Expert,4,50,True,False,False,46
v3,vitabench__058,vitabench,ok,Action_Expert,Action_Expert,34,20,True,False,False,14
v3,vitabench__061,vitabench,ok,Action_Expert,Action_Expert,2,2,True,True,True,0
v3,vitabench__062,vitabench,ok,Computer_terminal,Action_Expert,61,40,False,False,False,21
v3,vitabench__065,vitabench,ok,Action_Expert,Action_Expert,13,4,True,False,False,9
v3,vitabench__070,vitabench,ok,Action_Expert,Action_Expert,48,48,True,True,True,0
v3,vitabench__072,vitabench,ok,Action_Expert,Action_Expert,14,16,True,False,True,2
v3,vitabench__076,vitabench,ok,Action_Expert,Action_Expert,10,34,True,False,False,24
v3,vitabench__083,vitabench,ok,Action_Expert,Action_Expert,90,104,True,False,False,14
v3,vitabench__084,vitabench,ok,Action_Expert,Action_Expert,12,12,True,True,True,0
v3,vitabench__086,vitabench,ok,Action_Expert,Action_Expert,26,34,True,False,False,8
v3,vitabench__087,vitabench,ok,Action_Expert,Action_Expert,34,40,True,False,False,6
v3,vitabench__089,vitabench,ok,Action_Expert,Action_Expert,8,8,True,True,True,0
v3,vitabench__095,vitabench,ok,Computer_terminal,Action_Expert,15,12,False,False,True,3
v3,vitabench__096,vitabench,ok,Action_Expert,Action_Expert,20,20,True,True,True,0
v3,vitabench__097,vitabench,ok,Action_Expert,Action_Expert,16,16,True,True,True,0
v3,vitabench__099,vitabench,ok,Computer_terminal,Action_Expert,17,26,False,False,False,9
v3,vitabench__101,vitabench,ok,Action_Expert,Action_Expert,14,35,True,False,False,21
v3,vitabench__105,vitabench,ok,Action_Expert,Action_Expert,21,30,True,False,False,9
v3,webarena_verified__004,webarena_verified,ok,Task_Planner,Task_Planner,42,46,True,False,True,4
v3,webarena_verified__006,webarena_verified,ok,Verification_Expert,Task_Planner,28,34,False,False,False,6
v3,webarena_verified__010,webarena_verified,ok,Action_Expert,Action_Expert,46,36,True,False,False,10
v3,webarena_verified__011,webarena_verified,ok,Task_Planner,Task_Planner,2,44,True,False,False,42
v3,webarena_verified__012,webarena_verified,ok,Verification_Expert,Action_Expert,18,16,False,False,True,2
v3,webarena_verified__013,webarena_verified,ok,Action_Expert,Task_Planner,6,34,False,False,False,28
v3,webarena_verified__015,webarena_verified,ok,Task_Planner,Task_Planner,34,43,True,False,False,9
v3,webarena_verified__016,webarena_verified,ok,Action_Expert,Task_Planner,6,24,False,False,False,18
v3,webarena_verified__024,webarena_verified,ok,Task_Planner,Task_Planner,44,19,True,False,False,25
v3,webarena_verified__025,webarena_verified,ok,Verification_Expert,Task_Planner,9,58,False,False,False,49
v3,webarena_verified__027,webarena_verified,ok,Action_Expert,Verification_Expert,36,36,False,True,True,0
v3,webarena_verified__028,webarena_verified,ok,Task_Planner,Action_Expert,34,36,False,False,True,2
v3,webarena_verified__029,webarena_verified,ok,Action_Expert,Task_Planner,46,34,False,False,False,12
v3,webarena_verified__039,webarena_verified,ok,Verification_Expert,Verification_Expert,8,44,True,False,False,36
v3,webarena_verified__042,webarena_verified,ok,Verification_Expert,Action_Expert,29,45,False,False,False,16
v3,webarena_verified__045,webarena_verified,ok,Action_Expert,Action_Expert,6,46,True,False,False,40
v3,webarena_verified__046,webarena_verified,ok,Action_Expert,Action_Expert,56,56,True,True,True,0
v3,webarena_verified__047,webarena_verified,ok,Verification_Expert,Task_Planner,19,28,False,False,False,9
v3,webarena_verified__048,webarena_verified,ok,Task_Planner,Action_Expert,2,46,False,False,False,44
v3,webarena_verified__054,webarena_verified,ok,Action_Expert,Task_Planner,56,26,False,False,False,30
v3,webarena_verified__058,webarena_verified,ok,Action_Expert,Task_Planner,46,43,False,False,True,3
v3,webarena_verified__071,webarena_verified,ok,Task_Planner,Task_Planner,4,25,True,False,False,21
v3,webarena_verified__082,webarena_verified,ok,Action_Expert,Verification_Expert,56,24,False,False,False,32
v3,webarena_verified__083,webarena_verified,ok,Task_Planner,Task_Planner,7,6,True,False,True,1
v3,webarena_verified__092,webarena_verified,ok,Verification_Expert,Verification_Expert,8,8,True,True,True,0
v3,webarena_verified__093,webarena_verified,ok,Task_Planner,Task_Planner,14,14,True,True,True,0
v3,webarena_verified__096,webarena_verified,ok,Action_Expert,Verification_Expert,46,46,False,True,True,0
v3,webarena_verified__097,webarena_verified,ok,Action_Expert,Task_Planner,46,6,False,False,False,40
v3,webarena_verified__106,webarena_verified,ok,Action_Expert,Action_Expert,46,35,True,False,False,11
v3,webarena_verified__113,webarena_verified,ok,Action_Expert,Task_Planner,46,34,False,False,False,12
v3,webarena_verified__115,webarena_verified,ok,Task_Planner,Task_Planner,34,16,True,False,False,18
v3,webarena_verified__117,webarena_verified,ok,Action_Expert,Action_Expert,16,14,True,False,True,2
v3,webarena_verified__126,webarena_verified,ok,Action_Expert,Task_Planner,6,6,False,True,True,0
v3,webarena_verified__133,webarena_verified,ok,Action_Expert,Task_Planner,6,16,False,False,False,10
v3,webarena_verified__135,webarena_verified,ok,Action_Expert,Action_Expert,46,46,True,True,True,0
v3,webarena_verified__139,webarena_verified,ok,Action_Expert,Action_Expert,56,2,True,False,False,54
v3,webarena_verified__141,webarena_verified,ok,Action_Expert,Task_Planner,56,36,False,False,False,20
v3,webarena_verified__151,webarena_verified,ok,Action_Expert,Action_Expert,56,6,True,False,False,50
v3,webarena_verified__158,webarena_verified,ok,Action_Expert,Action_Expert,56,56,True,True,True,0
v3,webarena_verified__160,webarena_verified,ok,Task_Planner,Task_Planner,15,54,True,False,False,39
v4,swe_bench_pro__008,swe_bench_pro,ok,ActionAgent,ActionAgent,54,64,True,False,False,10
v4,swe_bench_pro__009,swe_bench_pro,ok,ActionAgent,ActionAgent,52,46,True,False,False,6
v4,swe_bench_pro__010,swe_bench_pro,ok,ActionAgent,ActionAgent,76,46,True,False,False,30
v4,swe_bench_pro__012,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,21,32,False,False,False,11
v4,swe_bench_pro__013,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,23,26,False,False,True,3
v4,swe_bench_pro__018,swe_bench_pro,ok,DiagnostAgent,ActionAgent,23,54,False,False,False,31
v4,swe_bench_pro__019,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,57,180,False,False,False,123
v4,swe_bench_pro__024,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,44,73,False,False,False,29
v4,swe_bench_pro__025,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,42,36,False,False,False,6
v4,swe_bench_pro__033,swe_bench_pro,ok,ActionAgent,ActionAgent,99,51,True,False,False,48
v4,swe_bench_pro__034,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,66,142,False,False,False,76
v4,swe_bench_pro__035,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,25,62,False,False,False,37
v4,swe_bench_pro__036,swe_bench_pro,ok,DiagnostAgent,ActionAgent,25,88,False,False,False,63
v4,swe_bench_pro__039,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,43,508,False,False,False,465
v4,swe_bench_pro__044,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,57,176,False,False,False,119
v4,swe_bench_pro__047,swe_bench_pro,ok,ActionAgent,ActionAgent,133,19,True,False,False,114
v4,swe_bench_pro__048,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,33,31,False,False,True,2
v4,swe_bench_pro__049,swe_bench_pro,ok,ActionAgent,JudgeAgent,44,101,False,False,False,57
v4,swe_bench_pro__054,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,51,192,False,False,False,141
v4,swe_bench_pro__057,swe_bench_pro,ok,DiagnostAgent,ActionAgent,80,123,False,False,False,43
v4,swe_bench_pro__058,swe_bench_pro,ok,ActionAgent,ActionAgent,40,40,True,True,True,0
v4,swe_bench_pro__065,swe_bench_pro,ok,ActionAgent,ActionAgent,43,42,True,False,True,1
v4,swe_bench_pro__068,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,37,110,False,False,False,73
v4,swe_bench_pro__070,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,23,23,False,True,True,0
v4,swe_bench_pro__071,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,27,89,False,False,False,62
v4,swe_bench_pro__074,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,205,226,False,False,False,21
v4,swe_bench_pro__076,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,43,78,False,False,False,35
v4,swe_bench_pro__084,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,77,222,False,False,False,145
v4,swe_bench_pro__094,swe_bench_pro,ok,DiagnostAgent,ActionAgent,35,110,False,False,False,75
v4,swe_bench_pro__095,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,21,157,False,False,False,136
v4,swe_bench_pro__096,swe_bench_pro,ok,ActionAgent,JudgeAgent,38,39,False,False,True,1
v4,swe_bench_pro__104,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,29,58,False,False,False,29
v4,swe_bench_pro__105,swe_bench_pro,ok,Computer_terminal,JudgeAgent,6,50,False,False,False,44
v4,swe_bench_pro__112,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,13,13,False,True,True,0
v4,swe_bench_pro__114,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,21,55,False,False,False,34
v4,swe_bench_pro__115,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,45,58,False,False,False,13
v4,swe_bench_pro__116,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,17,123,False,False,False,106
v4,swe_bench_pro__121,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,15,20,False,False,True,5
v4,swe_bench_pro__124,swe_bench_pro,ok,ActionAgent,JudgeAgent,52,190,False,False,False,138
v4,swe_bench_pro__125,swe_bench_pro,ok,DiagnostAgent (-> ActionAgent),ActionAgent,35,35,False,True,True,0
v4,terminal_bench_2__001,terminal_bench_2,ok,ActionAgent,ActionAgent,212,213,True,False,True,1
v4,terminal_bench_2__002,terminal_bench_2,ok,ActionAgent,DiagnostAgent,64,84,False,False,False,20
v4,terminal_bench_2__003,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,10,13,False,False,True,3
v4,terminal_bench_2__004,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,69,95,False,False,False,26
v4,terminal_bench_2__005,terminal_bench_2,ok,DiagnostAgent,DiagnostAgent,28,18,True,False,False,10
v4,terminal_bench_2__006,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,53,5,False,False,False,48
v4,terminal_bench_2__007,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,28,28,False,True,True,0
v4,terminal_bench_2__008,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,3,6,False,False,True,3
v4,terminal_bench_2__009,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,5,177,False,False,False,172
v4,terminal_bench_2__011,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,3,175,False,False,False,172
v4,terminal_bench_2__012,terminal_bench_2,ok,ActionAgent,ActionAgent,36,36,True,True,True,0
v4,terminal_bench_2__013,terminal_bench_2,ok,DiagnostAgent,DiagnostAgent,15,15,True,True,True,0
v4,terminal_bench_2__014,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),DiagnostAgent,7,7,True,True,True,0
v4,terminal_bench_2__015,terminal_bench_2,ok,ActionAgent,JudgeAgent,12,19,False,False,False,7
v4,terminal_bench_2__016,terminal_bench_2,error,JudgeAgent,,398,,False,False,False,
v4,terminal_bench_2__017,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,143,190,False,False,False,47
v4,terminal_bench_2__018,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,44,127,False,False,False,83
v4,terminal_bench_2__020,terminal_bench_2,ok,ActionAgent,ActionAgent,14,8,True,False,False,6
v4,terminal_bench_2__021,terminal_bench_2,ok,ActionAgent,ActionAgent,14,14,True,True,True,0
v4,terminal_bench_2__022,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,5,12,False,False,False,7
v4,terminal_bench_2__023,terminal_bench_2,ok,ActionAgent,JudgeAgent,20,43,False,False,False,23
v4,terminal_bench_2__024,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),JudgeAgent,3,14,False,False,False,11
v4,terminal_bench_2__025,terminal_bench_2,ok,ActionAgent,ActionAgent,73,73,True,True,True,0
v4,terminal_bench_2__026,terminal_bench_2,ok,ActionAgent,DiagnostAgent,51,22,False,False,False,29
v4,terminal_bench_2__027,terminal_bench_2,ok,JudgeAgent,ActionAgent,517,34,False,False,False,483
v4,terminal_bench_2__028,terminal_bench_2,ok,Computer_terminal,DiagnostAgent,57,3,False,False,False,54
v4,terminal_bench_2__029,terminal_bench_2,error,JudgeAgent,,94,,False,False,False,
v4,terminal_bench_2__030,terminal_bench_2,ok,ActionAgent,ActionAgent,52,79,True,False,False,27
v4,terminal_bench_2__031,terminal_bench_2,ok,ActionAgent,JudgeAgent,160,44,False,False,False,116
v4,terminal_bench_2__032,terminal_bench_2,error,DiagnostAgent (-> ActionAgent),,182,,False,False,False,
v4,terminal_bench_2__033,terminal_bench_2,ok,ActionAgent,ActionAgent,29,27,True,False,True,2
v4,terminal_bench_2__034,terminal_bench_2,ok,ActionAgent,ActionAgent,47,47,True,True,True,0
v4,terminal_bench_2__035,terminal_bench_2,ok,ActionAgent,ActionAgent,72,70,True,False,True,2
v4,terminal_bench_2__036,terminal_bench_2,ok,ActionAgent,JudgeAgent,87,68,False,False,False,19
v4,terminal_bench_2__037,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,179,188,False,False,False,9
v4,terminal_bench_2__038,terminal_bench_2,error,DiagnostAgent,,9,,False,False,False,
v4,terminal_bench_2__039,terminal_bench_2,ok,DiagnostAgent,ActionAgent,107,6,False,False,False,101
v4,terminal_bench_2__040,terminal_bench_2,ok,ActionAgent,ActionAgent,85,37,True,False,False,48
v4,terminal_bench_2__041,terminal_bench_2,ok,ActionAgent,ActionAgent,180,277,True,False,False,97
v4,terminal_bench_2__042,terminal_bench_2,ok,DiagnostAgent (-> ActionAgent),ActionAgent,330,90,False,False,False,240
v4,travelplanner__039,travelplanner,ok,verifier_agent,food_attr_agent,54,137,False,False,False,83
v4,travelplanner__041,travelplanner,ok,stay_agent,verifier_agent,46,44,False,False,True,2
v4,travelplanner__064,travelplanner,ok,manager_agent,manager_agent,284,284,True,True,True,0
v4,travelplanner__071,travelplanner,ok,transport_agent,food_attr_agent,219,45,False,False,False,174
v4,travelplanner__073,travelplanner,ok,verifier_agent,verifier_agent,161,161,True,True,True,0
v4,travelplanner__187,travelplanner,ok,stay_agent,Task_Planner,97,97,False,True,True,0
v4,travelplanner__221,travelplanner,ok,stay_agent,verifier_agent,31,117,False,False,False,86
v4,travelplanner__229,travelplanner,ok,food_attr_agent,food_attr_agent,238,238,True,True,True,0
v4,travelplanner__240,travelplanner,ok,stay_agent,manager_agent,39,84,False,False,False,45
v4,travelplanner__243,travelplanner,ok,Task_Planner,manager_agent,1,83,False,False,False,82
v4,travelplanner__248,travelplanner,ok,stay_agent,manager_agent,45,88,False,False,False,43
v4,travelplanner__249,travelplanner,ok,stay_agent,manager_agent,69,65,False,False,True,4
v4,travelplanner__256,travelplanner,ok,manager_agent,manager_agent,114,117,True,False,True,3
v4,travelplanner__283,travelplanner,ok,food_attr_agent,manager_agent,70,83,False,False,False,13
v4,travelplanner__293,travelplanner,ok,verifier_agent,verifier_agent,132,141,True,False,False,9
v4,travelplanner__297,travelplanner,ok,transport_agent,food_attr_agent,84,115,False,False,False,31
v4,travelplanner__339,travelplanner,ok,food_attr_agent,food_attr_agent,78,33,True,False,False,45
v4,travelplanner__348,travelplanner,ok,stay_agent,stay_agent,149,170,True,False,False,21
v4,travelplanner__352,travelplanner,ok,verifier_agent,verifier_agent,126,17,True,False,False,109
v4,travelplanner__369,travelplanner,ok,Computer_terminal,manager_agent,84,83,False,False,True,1
v4,travelplanner__446,travelplanner,ok,stay_agent,verifier_agent,42,42,False,True,True,0
v4,travelplanner__452,travelplanner,ok,stay_agent,stay_agent,136,5,True,False,False,131
v4,travelplanner__456,travelplanner,ok,stay_agent,verifier_agent,88,59,False,False,False,29
v4,travelplanner__458,travelplanner,ok,stay_agent,manager_agent,84,159,False,False,False,75
v4,travelplanner__467,travelplanner,ok,Task_Planner,manager_agent,2,16,False,False,False,14
v4,travelplanner__478,travelplanner,ok,food_attr_agent,food_attr_agent,169,32,True,False,False,137
v4,travelplanner__525,travelplanner,ok,stay_agent,stay_agent,70,46,True,False,False,24
v4,travelplanner__540,travelplanner,ok,Task_Planner,food_attr_agent,107,104,False,False,True,3
v4,travelplanner__606,travelplanner,ok,manager_agent,manager_agent,20,21,True,False,True,1
v4,travelplanner__607,travelplanner,ok,food_attr_agent,verifier_agent,65,38,False,False,False,27
v4,travelplanner__638,travelplanner,ok,manager_agent,manager_agent,14,178,True,False,False,164
v4,travelplanner__640,travelplanner,ok,stay_agent,stay_agent,108,194,True,False,False,86
v4,travelplanner__643,travelplanner,ok,verifier_agent,manager_agent,161,161,False,True,True,0
v4,travelplanner__645,travelplanner,ok,stay_agent,verifier_agent,130,108,False,False,False,22
v4,travelplanner__646,travelplanner,ok,Task_Planner,stay_agent,65,23,False,False,False,42
v4,travelplanner__664,travelplanner,ok,Task_Planner,stay_agent,88,88,False,True,True,0
v4,travelplanner__679,travelplanner,ok,Task_Planner,verifier_agent,259,83,False,False,False,176
v4,travelplanner__681,travelplanner,ok,Computer_terminal,manager_agent,35,56,False,False,False,21
v4,travelplanner__684,travelplanner,ok,manager_agent,food_attr_agent,22,161,False,False,False,139
v4,travelplanner__685,travelplanner,ok,manager_agent,manager_agent,173,79,True,False,False,94
v4,vitabench__005,vitabench,ok,Action_Expert,Action_Expert,14,14,True,True,True,0
v4,vitabench__008,vitabench,ok,Computer_terminal,Action_Expert,51,25,False,False,False,26
v4,vitabench__010,vitabench,ok,Action_Expert,Action_Expert,23,44,True,False,False,21
v4,vitabench__013,vitabench,ok,Action_Expert,Action_Expert,40,32,True,False,False,8
v4,vitabench__022,vitabench,ok,Action_Expert,Action_Expert,12,10,True,False,True,2
v4,vitabench__025,vitabench,ok,Action_Expert,Action_Expert,58,56,True,False,True,2
v4,vitabench__028,vitabench,ok,Computer_terminal,Action_Expert,33,8,False,False,False,25
v4,vitabench__030,vitabench,ok,Action_Expert,Action_Expert,6,6,True,True,True,0
v4,vitabench__031,vitabench,ok,Action_Expert,Action_Expert,40,39,True,False,True,1
v4,vitabench__032,vitabench,ok,Action_Expert,Action_Expert,4,98,True,False,False,94
v4,vitabench__034,vitabench,ok,Action_Expert,Action_Expert,36,36,True,True,True,0
v4,vitabench__037,vitabench,ok,Action_Expert,Action_Expert,16,37,True,False,False,21
v4,vitabench__040,vitabench,ok,Action_Expert,Action_Expert,20,74,True,False,False,54
v4,vitabench__041,vitabench,ok,Computer_terminal,Action_Expert,1,18,False,False,False,17
v4,vitabench__042,vitabench,ok,Action_Expert,Action_Expert,41,54,True,False,False,13
v4,vitabench__045,vitabench,ok,Action_Expert,Action_Expert,54,32,True,False,False,22
v4,vitabench__046,vitabench,ok,Action_Expert,Action_Expert,2,2,True,True,True,0
v4,vitabench__048,vitabench,ok,Action_Expert,Action_Expert,26,48,True,False,False,22
v4,vitabench__049,vitabench,ok,Action_Expert,Action_Expert,4,4,True,True,True,0
v4,vitabench__050,vitabench,ok,Action_Expert,Action_Expert,2,2,True,True,True,0
v4,vitabench__054,vitabench,ok,Action_Expert,Action_Expert,10,10,True,True,True,0
v4,vitabench__057,vitabench,ok,Action_Expert,Action_Expert,4,50,True,False,False,46
v4,vitabench__058,vitabench,ok,Action_Expert,Action_Expert,34,20,True,False,False,14
v4,vitabench__061,vitabench,ok,Action_Expert,Action_Expert,2,2,True,True,True,0
